ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade
TRX01413,2025-06-20,CUST074,Vinil de Blues Clássico,Música,210.0,2
TRX01414,2025-05-24,CUST496,Camiseta Rick and Morty,Vestuário,60.0,4
TRX01415,2025-03-07,CUST240,Vinil de Blues Clássico,Música,210.0,3
TRX01416,2025-03-30,CUST467,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01417,2025-09-02,CUST207,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01418,2025-06-26,CUST463,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX01419,2025-01-06,CUST137,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01420,2025-12-28,CUST083,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX01421,2025-08-24,CUST088,Camiseta Rick and Morty,Vestuário,60.0,4
TRX01422,2025-12-18,CUST378,Álbum Sabrina Carpenter,Música,180.0,1
TRX01423,2025-07-06,CUST097,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01424,2025-08-25,CUST163,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01425,2025-12-13,CUST487,Vinil de Blues Clássico,Música,210.0,2
TRX01426,2025-07-14,CUST017,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX01427,2025-07-22,CUST176,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX01428,2025-04-30,CUST216,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01429,2025-05-19,CUST307,Álbum Sabrina Carpenter,Música,180.0,3
TRX01430,2025-01-05,CUST317,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01431,2025-07-25,CUST157,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01432,2026-01-01,CUST138,Vinil de Blues Clássico,Música,210.0,2
TRX01433,2025-05-15,CUST277,Moletom BTS Tour,Vestuário,150.0,4
TRX01434,2025-12-22,CUST171,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX01435,2025-05-03,CUST383,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01436,2025-08-02,CUST442,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX01437,2025-09-05,CUST329,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01438,2025-05-28,CUST265,Vinil de Blues Clássico,Música,210.0,4
TRX01439,2025-11-05,CUST174,Moletom BTS Tour,Vestuário,150.0,2
TRX01440,2025-06-05,CUST022,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX01441,2025-12-31,CUST347,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01442,2025-05-22,CUST137,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01443,2025-01-13,CUST167,Vinil de Blues Clássico,Música,210.0,1
TRX01444,2025-01-27,CUST259,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01445,2025-11-03,CUST045,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01446,2025-04-15,CUST321,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01447,2025-10-17,CUST403,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01448,2025-08-14,CUST427,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01449,2025-02-27,CUST404,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01450,2025-04-27,CUST274,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX01451,2025-02-14,CUST358,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX01452,2025-01-04,CUST374,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01453,2025-04-14,CUST163,Vinil de Blues Clássico,Música,210.0,1
TRX01454,2025-03-13,CUST348,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX01455,2025-01-20,CUST291,Vinil de Blues Clássico,Música,210.0,3
TRX01456,2025-06-05,CUST077,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01457,2025-03-22,CUST261,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX01458,2025-08-30,CUST192,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX01459,2025-06-30,CUST391,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX01460,2025-06-28,CUST042,Álbum Sabrina Carpenter,Música,180.0,2
TRX01461,2025-02-13,CUST464,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX01462,2025-12-17,CUST253,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01463,2025-06-24,CUST363,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX01464,2025-04-12,CUST372,Álbum Sabrina Carpenter,Música,180.0,4
TRX01465,2025-05-23,CUST488,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01466,2025-06-21,CUST216,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01467,2025-10-27,CUST206,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01468,2025-05-01,CUST478,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX01469,2025-03-30,CUST383,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX01470,2025-06-25,CUST124,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX01471,2025-12-17,CUST023,Moletom BTS Tour,Vestuário,150.0,3
TRX01472,2025-09-02,CUST197,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX01473,2025-08-05,CUST237,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01474,2025-11-08,CUST300,Vinil de Blues Clássico,Música,210.0,2
TRX01475,2025-12-23,CUST286,Álbum Sabrina Carpenter,Música,180.0,2
TRX01476,2025-04-17,CUST432,Camiseta Rick and Morty,Vestuário,60.0,1
TRX01477,2025-12-13,CUST080,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01478,2025-11-21,CUST130,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX01479,2025-10-28,CUST429,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01480,2025-09-15,CUST160,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01481,2025-06-13,CUST167,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX01482,2025-11-21,CUST112,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01483,2025-10-12,CUST121,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX01484,2025-06-17,CUST083,Álbum Sabrina Carpenter,Música,180.0,4
TRX01485,2025-07-14,CUST304,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01486,2025-06-21,CUST104,Camiseta Rick and Morty,Vestuário,60.0,4
TRX01487,2025-02-02,CUST320,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX01488,2025-01-28,CUST311,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01489,2025-03-21,CUST010,Moletom BTS Tour,Vestuário,150.0,1
TRX01490,2025-03-28,CUST293,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01491,2025-11-19,CUST438,Álbum Sabrina Carpenter,Música,180.0,3
TRX01492,2025-03-01,CUST465,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01493,2025-07-03,CUST279,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX01494,2025-06-09,CUST462,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01495,2025-09-09,CUST259,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01496,2025-05-05,CUST052,Camiseta Rick and Morty,Vestuário,60.0,1
TRX01497,2025-11-10,CUST036,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01498,2025-08-11,CUST238,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX01499,2025-11-14,CUST480,Camiseta Rick and Morty,Vestuário,60.0,1
TRX01500,2025-10-27,CUST258,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01501,2025-12-30,CUST222,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX01502,2025-07-31,CUST372,Álbum Sabrina Carpenter,Música,180.0,1
TRX01503,2025-02-06,CUST481,Álbum Sabrina Carpenter,Música,180.0,2
TRX01504,2025-08-04,CUST095,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01505,2025-10-31,CUST348,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX01506,2025-06-07,CUST233,Moletom BTS Tour,Vestuário,150.0,4
TRX01507,2025-02-19,CUST310,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01508,2025-07-03,CUST400,Álbum Sabrina Carpenter,Música,180.0,1
TRX01509,2025-03-12,CUST263,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01510,2025-10-13,CUST373,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01511,2025-04-25,CUST294,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01512,2025-07-22,CUST011,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX01513,2025-02-25,CUST496,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01514,2025-03-05,CUST303,Álbum Sabrina Carpenter,Música,180.0,1
TRX01515,2025-11-20,CUST222,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX01516,2025-11-08,CUST031,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX01517,2025-11-12,CUST241,Álbum Sabrina Carpenter,Música,180.0,1
TRX01518,2025-06-01,CUST147,Álbum Sabrina Carpenter,Música,180.0,1
TRX01519,2025-03-07,CUST430,Moletom BTS Tour,Vestuário,150.0,1
TRX01520,2025-12-23,CUST417,Moletom BTS Tour,Vestuário,150.0,2
TRX01521,2025-06-11,CUST293,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX01522,2025-08-22,CUST016,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX01523,2025-01-23,CUST022,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX01524,2025-08-03,CUST471,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX01525,2025-12-03,CUST341,Moletom BTS Tour,Vestuário,150.0,3
TRX01526,2025-11-01,CUST192,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX01527,2025-08-02,CUST054,Álbum Sabrina Carpenter,Música,180.0,4
TRX01528,2025-07-15,CUST167,Moletom BTS Tour,Vestuário,150.0,3
TRX01529,2025-08-30,CUST332,Vinil de Blues Clássico,Música,210.0,4
TRX01530,2025-12-03,CUST252,Camiseta Rick and Morty,Vestuário,60.0,1
TRX01531,2025-09-30,CUST358,Moletom BTS Tour,Vestuário,150.0,1
TRX01532,2025-12-18,CUST154,Álbum Sabrina Carpenter,Música,180.0,2
TRX01533,2025-10-11,CUST038,Vinil de Blues Clássico,Música,210.0,2
TRX01534,2025-09-30,CUST187,Álbum Sabrina Carpenter,Música,180.0,3
TRX01535,2025-06-24,CUST030,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01536,2025-07-26,CUST311,Moletom BTS Tour,Vestuário,150.0,2
TRX01537,2025-12-22,CUST403,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01538,2025-02-18,CUST494,Vinil de Blues Clássico,Música,210.0,1
TRX01539,2025-06-25,CUST208,Moletom BTS Tour,Vestuário,150.0,2
TRX01540,2025-06-20,CUST324,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01541,2025-06-24,CUST013,Álbum Sabrina Carpenter,Música,180.0,3
TRX01542,2025-11-08,CUST309,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01543,2025-10-10,CUST482,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX01544,2025-01-01,CUST060,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX01545,2025-12-12,CUST452,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01546,2025-10-05,CUST183,Vinil de Blues Clássico,Música,210.0,3
TRX01547,2025-07-07,CUST424,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01548,2025-02-04,CUST115,Vinil de Blues Clássico,Música,210.0,4
TRX01549,2025-02-16,CUST004,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX01550,2025-01-20,CUST166,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01551,2025-10-25,CUST169,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01552,2025-07-31,CUST103,Álbum Sabrina Carpenter,Música,180.0,3
TRX01553,2025-08-28,CUST276,Moletom BTS Tour,Vestuário,150.0,4
TRX01554,2025-04-10,CUST005,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01555,2025-08-06,CUST315,Camiseta Rick and Morty,Vestuário,60.0,1
TRX01556,2025-02-28,CUST186,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX01557,2025-02-02,CUST428,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01558,2025-05-02,CUST117,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01559,2025-10-15,CUST268,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01560,2025-01-02,CUST064,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX01561,2025-11-19,CUST492,Álbum Sabrina Carpenter,Música,180.0,1
TRX01562,2025-02-15,CUST180,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01563,2025-10-22,CUST123,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01564,2025-11-14,CUST193,Álbum Sabrina Carpenter,Música,180.0,1
TRX01565,2025-10-26,CUST190,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01566,2025-08-19,CUST306,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX01567,2025-03-05,CUST271,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX01568,2025-02-04,CUST045,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX01569,2025-12-05,CUST033,Vinil de Blues Clássico,Música,210.0,3
TRX01570,2025-11-21,CUST162,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01571,2025-07-14,CUST131,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01572,2025-10-16,CUST432,Camiseta Rick and Morty,Vestuário,60.0,1
TRX01573,2025-11-30,CUST281,Vinil de Blues Clássico,Música,210.0,2
TRX01574,2025-09-06,CUST313,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01575,2025-05-11,CUST055,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01576,2025-01-11,CUST252,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01577,2025-01-07,CUST458,Moletom BTS Tour,Vestuário,150.0,1
TRX01578,2025-11-15,CUST493,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX01579,2025-04-03,CUST464,Vinil de Blues Clássico,Música,210.0,2
TRX01580,2025-02-20,CUST035,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX01581,2025-02-03,CUST323,Vinil de Blues Clássico,Música,210.0,2
TRX01582,2025-03-23,CUST313,Moletom BTS Tour,Vestuário,150.0,4
TRX01583,2025-01-24,CUST460,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01584,2025-11-17,CUST475,Vinil de Blues Clássico,Música,210.0,4
TRX01585,2025-09-29,CUST462,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01586,2025-08-10,CUST374,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX01587,2025-07-07,CUST452,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01588,2025-10-13,CUST443,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX01589,2025-07-02,CUST389,Moletom BTS Tour,Vestuário,150.0,1
TRX01590,2025-02-13,CUST229,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01591,2025-09-19,CUST372,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX01592,2025-02-10,CUST083,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01593,2025-09-24,CUST210,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01594,2025-08-18,CUST008,Moletom BTS Tour,Vestuário,150.0,1
TRX01595,2025-07-25,CUST305,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX01596,2025-01-26,CUST260,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01597,2025-11-30,CUST423,Moletom BTS Tour,Vestuário,150.0,1
TRX01598,2025-06-21,CUST002,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX01599,2025-05-21,CUST458,Moletom BTS Tour,Vestuário,150.0,3
TRX01600,2025-06-18,CUST127,Moletom BTS Tour,Vestuário,150.0,4
TRX01601,2025-02-20,CUST238,Camiseta Rick and Morty,Vestuário,60.0,4
TRX01602,2025-03-20,CUST003,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01603,2025-06-24,CUST205,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01604,2025-09-09,CUST099,Moletom BTS Tour,Vestuário,150.0,2
TRX01605,2025-11-06,CUST415,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01606,2025-03-07,CUST368,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX01607,2025-08-11,CUST429,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01608,2025-05-15,CUST057,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01609,2025-02-24,CUST270,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01610,2025-02-27,CUST220,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01611,2025-02-25,CUST324,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01612,2025-10-16,CUST460,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01613,2025-02-12,CUST255,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01614,2025-10-02,CUST343,Álbum Sabrina Carpenter,Música,180.0,1
TRX01615,2025-07-06,CUST090,Moletom BTS Tour,Vestuário,150.0,2
TRX01616,2025-09-30,CUST314,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01617,2025-10-05,CUST254,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX01618,2025-06-24,CUST486,Vinil de Blues Clássico,Música,210.0,4
TRX01619,2025-10-21,CUST255,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01620,2025-08-11,CUST090,Camiseta Rick and Morty,Vestuário,60.0,4
TRX01621,2025-04-29,CUST246,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01622,2025-08-26,CUST206,Álbum Sabrina Carpenter,Música,180.0,1
TRX01623,2025-03-31,CUST071,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX01624,2025-11-02,CUST481,Vinil de Blues Clássico,Música,210.0,3
TRX01625,2025-06-01,CUST386,Álbum Sabrina Carpenter,Música,180.0,4
TRX01626,2025-03-22,CUST334,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX01627,2025-06-12,CUST098,Álbum Sabrina Carpenter,Música,180.0,4
TRX01628,2025-08-05,CUST047,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01629,2025-03-08,CUST109,Camiseta Rick and Morty,Vestuário,60.0,1
TRX01630,2025-04-18,CUST296,Álbum Sabrina Carpenter,Música,180.0,1
TRX01631,2025-07-09,CUST324,Álbum Sabrina Carpenter,Música,180.0,1
TRX01632,2025-08-16,CUST331,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX01633,2025-03-06,CUST109,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX01634,2025-01-29,CUST309,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01635,2025-06-26,CUST282,Camiseta Rick and Morty,Vestuário,60.0,4
TRX01636,2025-05-06,CUST482,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX01637,2025-08-09,CUST102,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01638,2025-05-30,CUST197,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01639,2025-11-30,CUST451,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX01640,2025-05-29,CUST404,Moletom BTS Tour,Vestuário,150.0,2
TRX01641,2025-08-24,CUST467,Vinil de Blues Clássico,Música,210.0,2
TRX01642,2025-07-22,CUST426,Álbum Sabrina Carpenter,Música,180.0,1
TRX01643,2025-01-20,CUST489,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX01644,2025-06-21,CUST458,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX01645,2025-09-02,CUST456,Moletom BTS Tour,Vestuário,150.0,3
TRX01646,2025-10-13,CUST482,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01647,2025-12-11,CUST214,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01648,2025-04-22,CUST373,Vinil de Blues Clássico,Música,210.0,4
TRX01649,2025-10-11,CUST183,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01650,2025-11-30,CUST352,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX01651,2025-12-24,CUST043,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01652,2025-06-09,CUST363,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01653,2025-06-27,CUST315,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX01654,2025-07-18,CUST334,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX01655,2025-03-03,CUST253,Álbum Sabrina Carpenter,Música,180.0,2
TRX01656,2025-12-21,CUST256,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01657,2025-03-06,CUST109,Moletom BTS Tour,Vestuário,150.0,3
TRX01658,2025-08-21,CUST468,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01659,2025-01-30,CUST170,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01660,2025-01-13,CUST392,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01661,2025-04-23,CUST062,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01662,2025-07-26,CUST205,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01663,2025-10-03,CUST490,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01664,2025-03-29,CUST021,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01665,2025-11-16,CUST202,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX01666,2025-09-09,CUST448,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX01667,2025-03-04,CUST103,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01668,2025-04-07,CUST002,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01669,2025-01-20,CUST354,Álbum Sabrina Carpenter,Música,180.0,1
TRX01670,2025-04-19,CUST230,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX01671,2025-11-05,CUST003,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01672,2025-02-08,CUST097,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01673,2025-05-01,CUST295,Moletom BTS Tour,Vestuário,150.0,1
TRX01674,2025-08-06,CUST120,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX01675,2025-11-08,CUST314,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01676,2025-06-05,CUST370,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01677,2025-03-14,CUST296,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01678,2025-05-24,CUST085,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX01679,2025-12-22,CUST337,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01680,2025-09-16,CUST181,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01681,2025-05-31,CUST327,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01682,2025-01-16,CUST453,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01683,2025-01-10,CUST493,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01684,2025-06-18,CUST400,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01685,2025-12-07,CUST450,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX01686,2025-04-29,CUST055,Moletom BTS Tour,Vestuário,150.0,4
TRX01687,2025-10-27,CUST270,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX01688,2025-12-07,CUST479,Moletom BTS Tour,Vestuário,150.0,3
TRX01689,2025-02-10,CUST179,Álbum Sabrina Carpenter,Música,180.0,1
TRX01690,2025-01-31,CUST394,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01691,2025-05-02,CUST277,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01692,2025-02-14,CUST416,Moletom BTS Tour,Vestuário,150.0,2
TRX01693,2025-08-15,CUST011,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX01694,2025-06-30,CUST250,Moletom BTS Tour,Vestuário,150.0,2
TRX01695,2025-10-29,CUST138,Camiseta Rick and Morty,Vestuário,60.0,1
TRX01696,2025-08-06,CUST285,Camiseta Rick and Morty,Vestuário,60.0,4
TRX01697,2025-12-31,CUST155,Álbum Sabrina Carpenter,Música,180.0,2
TRX01698,2025-10-18,CUST196,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01699,2025-05-05,CUST155,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX01700,2025-04-11,CUST469,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX01701,2025-08-28,CUST192,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX01702,2025-05-03,CUST015,Camiseta Rick and Morty,Vestuário,60.0,3
TRX01703,2025-05-27,CUST259,Camiseta Rick and Morty,Vestuário,60.0,2
TRX01704,2025-10-14,CUST303,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX01705,2025-11-26,CUST003,Vinil de Blues Clássico,Música,210.0,4
TRX01706,2025-11-16,CUST075,Moletom BTS Tour,Vestuário,150.0,4
TRX01707,2025-01-28,CUST236,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01708,2025-01-22,CUST349,Vinil de Blues Clássico,Música,210.0,1
TRX01709,2025-07-05,CUST154,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX01710,2025-05-23,CUST140,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX01711,2025-12-27,CUST302,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX01712,2025-10-05,CUST052,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX01713,2025-06-14,CUST327,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX01714,2025-04-23,CUST441,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX01715,2025-06-26,CUST234,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX01716,2025-09-26,CUST362,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01717,2025-10-03,CUST417,Moletom BTS Tour,Vestuário,150.0,4
TRX01718,2025-02-20,CUST202,Vinil de Blues Clássico,Música,210.0,1
TRX01719,2025-07-09,CUST204,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX01720,2025-11-01,CUST268,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX01721,2025-12-13,CUST189,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX01722,2025-07-05,CUST428,Álbum Sabrina Carpenter,Música,180.0,1
TRX01723,2025-08-20,CUST422,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX01724,2025-05-31,CUST392,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX01725,2025-06-21,CUST122,Vinil de Blues Clássico,Música,210.0,4
TRX01726,2025-02-23,CUST155,Moletom BTS Tour,Vestuário,150.0,4
TRX01727,2025-06-06,CUST438,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
